step,operation,incr_ns,full_ns,n_active,incr_ari
849,move,875,-1,799,-2.0
850,move,875,253083,799,0.796542
851,move,1000,-1,799,-2.0
852,move,917,-1,799,-2.0
853,move,875,-1,799,-2.0
854,move,916,-1,799,-2.0
855,move,1000,-1,799,-2.0
856,move,1583,-1,799,-2.0
857,move,1000,-1,799,-2.0
858,move,875,-1,799,-2.0
859,move,2291,-1,799,-2.0
860,move,917,-1,799,-2.0
861,move,833,-1,799,-2.0
862,move,958,-1,799,-2.0
863,move,1500,-1,799,-2.0
864,move,1500,-1,799,-2.0
865,move,958,-1,799,-2.0
866,insert,917,-1,800,-2.0
867,move,959,-1,800,-2.0
868,move,916,-1,800,-2.0
869,move,959,-1,800,-2.0
870,move,917,-1,800,-2.0
871,move,958,-1,800,-2.0
872,move,1000,-1,800,-2.0
873,move,1000,-1,800,-2.0
874,move,1000,-1,800,-2.0
875,move,916,274708,800,0.795113
876,move,1083,-1,800,-2.0
877,move,1000,-1,800,-2.0
878,move,1084,-1,800,-2.0
879,move,959,-1,800,-2.0
880,move,2000,-1,800,-2.0
881,move,1041,-1,800,-2.0
882,move,1000,-1,800,-2.0
883,move,1209,-1,800,-2.0
884,move,1000,-1,800,-2.0
885,move,1041,-1,800,-2.0
886,move,916,-1,800,-2.0
887,move,1125,-1,800,-2.0
888,move,1042,-1,800,-2.0
889,move,2375,-1,800,-2.0
890,move,1000,-1,800,-2.0
891,move,1042,-1,800,-2.0
892,delete,875,-1,799,-2.0
893,move,1083,-1,799,-2.0
894,delete,791,-1,798,-2.0
895,move,1083,-1,798,-2.0
896,move,1084,-1,798,-2.0
897,move,1084,-1,798,-2.0
898,move,1875,-1,798,-2.0
899,move,958,-1,798,-2.0
900,move,1000,269291,798,0.79551
901,move,1167,-1,798,-2.0
902,move,2000,-1,798,-2.0
903,move,959,-1,798,-2.0
904,insert,1834,-1,799,-2.0
905,move,959,-1,799,-2.0
906,move,916,-1,799,-2.0
907,move,959,-1,799,-2.0
908,move,917,-1,799,-2.0
909,move,958,-1,799,-2.0
910,move,1583,-1,799,-2.0
911,move,917,-1,799,-2.0
912,move,958,-1,799,-2.0
913,move,1458,-1,799,-2.0
914,move,1042,-1,799,-2.0
915,move,917,-1,799,-2.0
916,move,917,-1,799,-2.0
917,move,958,-1,799,-2.0
918,move,917,-1,799,-2.0
919,move,1041,-1,799,-2.0
920,move,1459,-1,799,-2.0
921,move,1875,-1,799,-2.0
922,move,2083,-1,799,-2.0
923,move,1000,-1,799,-2.0
924,move,875,-1,799,-2.0
925,move,958,247250,799,0.796323
926,move,1000,-1,799,-2.0
927,move,958,-1,799,-2.0
928,move,959,-1,799,-2.0
929,move,917,-1,799,-2.0
930,move,2333,-1,799,-2.0
931,move,1625,-1,799,-2.0
932,move,1000,-1,799,-2.0
933,move,875,-1,799,-2.0
934,move,959,-1,799,-2.0
935,move,1000,-1,799,-2.0
936,move,958,-1,799,-2.0
937,move,958,-1,799,-2.0
938,move,959,-1,799,-2.0
939,move,916,-1,799,-2.0
940,move,917,-1,799,-2.0
941,move,916,-1,799,-2.0
942,move,1250,-1,799,-2.0
943,move,959,-1,799,-2.0
944,delete,750,-1,798,-2.0
945,move,1000,-1,798,-2.0
946,move,1833,-1,798,-2.0
947,move,1000,-1,798,-2.0
948,move,959,-1,798,-2.0
949,move,917,-1,798,-2.0
950,move,916,251792,798,0.797183
951,move,1875,-1,798,-2.0
952,move,958,-1,798,-2.0
953,move,1000,-1,798,-2.0
954,move,917,-1,798,-2.0
955,move,1666,-1,798,-2.0
956,move,1000,-1,798,-2.0
957,move,958,-1,798,-2.0
958,move,1042,-1,798,-2.0
959,move,1042,-1,798,-2.0
960,move,875,-1,798,-2.0
961,move,2166,-1,798,-2.0
962,move,1084,-1,798,-2.0
963,move,1000,-1,798,-2.0
964,move,1500,-1,798,-2.0
965,move,958,-1,798,-2.0
966,move,958,-1,798,-2.0
967,move,1000,-1,798,-2.0
968,move,958,-1,798,-2.0
969,move,1042,-1,798,-2.0
970,move,2250,-1,798,-2.0
971,move,1000,-1,798,-2.0
972,move,958,-1,798,-2.0
973,move,875,-1,798,-2.0
974,move,958,-1,798,-2.0
975,move,1125,250084,798,0.79648
976,move,1166,-1,798,-2.0
977,move,958,-1,798,-2.0
978,insert,1000,-1,799,-2.0
979,move,1000,-1,799,-2.0
980,move,959,-1,799,-2.0
981,move,1000,-1,799,-2.0
982,move,1042,-1,799,-2.0
983,move,1000,-1,799,-2.0
984,move,1000,-1,799,-2.0
985,move,1583,-1,799,-2.0
986,move,958,-1,799,-2.0
987,move,1167,-1,799,-2.0
988,move,1000,-1,799,-2.0
989,move,916,-1,799,-2.0
990,move,875,-1,799,-2.0
991,move,1750,-1,799,-2.0
992,move,2583,-1,799,-2.0
993,move,1125,-1,799,-2.0
994,move,958,-1,799,-2.0
995,move,959,-1,799,-2.0
996,move,958,-1,799,-2.0
997,move,1083,-1,799,-2.0
998,move,1500,-1,799,-2.0
999,move,1834,-1,799,-2.0
1000,move,1042,274291,799,0.787913
1001,move,1917,-1,799,-2.0
1002,move,1208,-1,799,-2.0
1003,move,1125,-1,799,-2.0
1004,move,1084,-1,799,-2.0
1005,move,1042,-1,799,-2.0
1006,insert,1791,-1,800,-2.0
1007,move,1125,-1,800,-2.0
1008,move,1250,-1,800,-2.0
1009,move,1083,-1,800,-2.0
1010,move,1958,-1,800,-2.0
1011,move,1250,-1,800,-2.0
1012,move,1667,-1,800,-2.0
1013,move,1083,-1,800,-2.0
1014,move,1083,-1,800,-2.0
1015,move,1125,-1,800,-2.0
1016,move,2542,-1,800,-2.0
1017,move,1042,-1,800,-2.0
1018,move,1250,-1,800,-2.0
1019,move,1083,-1,800,-2.0
1020,move,2042,-1,800,-2.0
1021,move,1042,-1,800,-2.0
1022,move,2125,-1,800,-2.0
1023,move,1042,-1,800,-2.0
1024,move,1125,-1,800,-2.0
1025,move,1042,273167,800,0.786288
1026,move,1958,-1,800,-2.0
1027,move,1042,-1,800,-2.0
1028,move,1000,-1,800,-2.0
1029,move,1042,-1,800,-2.0
1030,move,1000,-1,800,-2.0
1031,move,1083,-1,800,-2.0
1032,move,1125,-1,800,-2.0
1033,move,1125,-1,800,-2.0
1034,move,1833,-1,800,-2.0
1035,move,1042,-1,800,-2.0
1036,move,959,-1,800,-2.0
1037,move,959,-1,800,-2.0
1038,move,1000,-1,800,-2.0
1039,move,1916,-1,800,-2.0
1040,move,1000,-1,800,-2.0
1041,move,2375,-1,800,-2.0
1042,move,1708,-1,800,-2.0
1043,move,1333,-1,800,-2.0
1044,move,1000,-1,800,-2.0
1045,move,1500,-1,800,-2.0
1046,move,1083,-1,800,-2.0
1047,move,2292,-1,800,-2.0
1048,move,1833,-1,800,-2.0
1049,move,917,-1,800,-2.0
1050,move,1000,265459,800,0.794555
1051,move,1042,-1,800,-2.0
1052,move,1083,-1,800,-2.0
1053,move,1041,-1,800,-2.0
1054,move,1167,-1,800,-2.0
1055,move,1750,-1,800,-2.0
1056,move,1000,-1,800,-2.0
1057,move,2000,-1,800,-2.0
1058,move,1791,-1,800,-2.0
1059,delete,958,-1,799,-2.0
1060,move,1125,-1,799,-2.0
1061,move,1417,-1,799,-2.0
1062,move,1042,-1,799,-2.0
1063,move,1042,-1,799,-2.0
1064,move,1083,-1,799,-2.0
1065,move,1042,-1,799,-2.0
1066,move,1666,-1,799,-2.0
1067,move,1000,-1,799,-2.0
1068,move,1083,-1,799,-2.0
1069,move,1000,-1,799,-2.0
1070,move,1708,-1,799,-2.0
1071,move,1834,-1,799,-2.0
1072,move,1334,-1,799,-2.0
1073,move,1166,-1,799,-2.0
1074,move,1000,-1,799,-2.0
1075,move,1959,261542,799,0.791764
1076,move,1083,-1,799,-2.0
1077,move,1041,-1,799,-2.0
1078,move,1709,-1,799,-2.0
1079,move,959,-1,799,-2.0
1080,move,958,-1,799,-2.0
1081,move,1000,-1,799,-2.0
1082,move,2125,-1,799,-2.0
1083,move,1083,-1,799,-2.0
1084,move,1625,-1,799,-2.0
1085,move,958,-1,799,-2.0
1086,insert,1333,-1,800,-2.0
1087,move,958,-1,800,-2.0
1088,move,1083,-1,800,-2.0
1089,move,1041,-1,800,-2.0
1090,move,1084,-1,800,-2.0
1091,move,1083,-1,800,-2.0
1092,move,1042,-1,800,-2.0
1093,move,1625,-1,800,-2.0
1094,move,1084,-1,800,-2.0
1095,move,2000,-1,800,-2.0
1096,move,2833,-1,800,-2.0
1097,move,2041,-1,800,-2.0
1098,move,1208,-1,800,-2.0
1099,move,1084,-1,800,-2.0
1100,move,1125,268167,800,0.793181
1101,move,1792,-1,800,-2.0
1102,move,1083,-1,800,-2.0
1103,move,1000,-1,800,-2.0
1104,move,2375,-1,800,-2.0
1105,move,1041,-1,800,-2.0
1106,move,1000,-1,800,-2.0
1107,move,1000,-1,800,-2.0
1108,move,958,-1,800,-2.0
1109,move,1041,-1,800,-2.0
1110,move,1875,-1,800,-2.0
1111,move,1959,-1,800,-2.0
1112,move,1250,-1,800,-2.0
1113,move,2958,-1,800,-2.0
1114,move,1959,-1,800,-2.0
1115,move,1708,-1,800,-2.0
1116,move,1125,-1,800,-2.0
1117,move,1667,-1,800,-2.0
1118,move,1875,-1,800,-2.0
1119,move,1041,-1,800,-2.0
1120,move,1000,-1,800,-2.0
1121,move,1042,-1,800,-2.0
1122,move,2208,-1,800,-2.0
1123,move,1042,-1,800,-2.0
1124,move,2708,-1,800,-2.0
1125,move,1250,292500,800,0.764416
1126,move,1167,-1,800,-2.0
1127,move,1208,-1,800,-2.0
1128,move,2208,-1,800,-2.0
1129,move,1542,-1,800,-2.0
1130,move,1709,-1,800,-2.0
1131,move,1167,-1,800,-2.0
1132,move,1125,-1,800,-2.0
1133,move,2041,-1,800,-2.0
1134,move,1083,-1,800,-2.0
1135,move,1125,-1,800,-2.0
1136,move,1125,-1,800,-2.0
1137,move,1083,-1,800,-2.0
1138,move,1375,-1,800,-2.0
1139,move,1875,-1,800,-2.0
1140,move,1208,-1,800,-2.0
1141,move,1708,-1,800,-2.0
1142,move,1167,-1,800,-2.0
1143,move,1083,-1,800,-2.0
1144,move,1125,-1,800,-2.0
1145,move,1209,-1,800,-2.0
1146,move,2209,-1,800,-2.0
1147,move,1125,-1,800,-2.0
1148,move,1958,-1,800,-2.0
1149,move,1875,-1,800,-2.0
1150,move,1208,288584,800,0.708167
1151,move,1167,-1,800,-2.0
1152,move,1000,-1,800,-2.0
1153,move,1792,-1,800,-2.0
1154,move,2167,-1,800,-2.0
1155,move,1042,-1,800,-2.0
1156,move,1042,-1,800,-2.0
1157,move,1291,-1,800,-2.0
1158,move,1917,-1,800,-2.0
1159,move,1000,-1,800,-2.0
1160,move,1000,-1,800,-2.0
1161,move,1042,-1,800,-2.0
1162,move,1625,-1,800,-2.0
1163,move,1333,-1,800,-2.0
1164,move,1250,-1,800,-2.0
1165,move,1417,-1,800,-2.0
1166,move,1083,-1,800,-2.0
1167,move,2417,-1,800,-2.0
1168,move,1083,-1,800,-2.0
1169,move,1083,-1,800,-2.0
1170,move,1125,-1,800,-2.0
1171,move,1916,-1,800,-2.0
1172,move,1167,-1,800,-2.0
1173,move,1041,-1,800,-2.0
1174,delete,792,-1,799,-2.0
1175,move,1791,256208,799,0.651246
1176,move,1625,-1,799,-2.0
1177,move,1084,-1,799,-2.0
1178,move,1084,-1,799,-2.0
1179,move,1042,-1,799,-2.0
1180,move,1708,-1,799,-2.0
1181,move,1125,-1,799,-2.0
1182,move,1042,-1,799,-2.0
1183,move,1042,-1,799,-2.0
1184,move,1000,-1,799,-2.0
1185,move,1083,-1,799,-2.0
1186,move,1417,-1,799,-2.0
1187,move,1084,-1,799,-2.0
1188,move,1125,-1,799,-2.0
1189,move,1041,-1,799,-2.0
1190,move,1084,-1,799,-2.0
1191,move,1041,-1,799,-2.0
1192,move,1000,-1,799,-2.0
1193,move,2583,-1,799,-2.0
1194,move,1083,-1,799,-2.0
1195,move,1625,-1,799,-2.0
1196,move,1083,-1,799,-2.0
1197,move,1958,-1,799,-2.0
1198,move,1958,-1,799,-2.0
1199,move,1042,-1,799,-2.0
1200,move,1625,254667,799,0.654734
1201,move,1125,-1,799,-2.0
1202,move,1084,-1,799,-2.0
1203,move,1042,-1,799,-2.0
1204,move,1000,-1,799,-2.0
1205,move,1000,-1,799,-2.0
1206,move,1083,-1,799,-2.0
1207,move,1917,-1,799,-2.0
1208,move,2583,-1,799,-2.0
1209,move,1125,-1,799,-2.0
1210,move,1084,-1,799,-2.0
1211,move,1125,-1,799,-2.0
1212,insert,1083,-1,800,-2.0
1213,move,2125,-1,800,-2.0
1214,move,1125,-1,800,-2.0
1215,move,1083,-1,800,-2.0
1216,move,1125,-1,800,-2.0
1217,move,1041,-1,800,-2.0
1218,move,2458,-1,800,-2.0
1219,move,1708,-1,800,-2.0
1220,move,2084,-1,800,-2.0
1221,move,1750,-1,800,-2.0
1222,move,1084,-1,800,-2.0
1223,move,1958,-1,800,-2.0
1224,move,1042,-1,800,-2.0
1225,move,1042,287542,800,0.651679
1226,move,1459,-1,800,-2.0
1227,move,1333,-1,800,-2.0
1228,move,2375,-1,800,-2.0
1229,move,1250,-1,800,-2.0
1230,move,3250,-1,800,-2.0
1231,move,2667,-1,800,-2.0
1232,move,2208,-1,800,-2.0
1233,move,1500,-1,800,-2.0
1234,move,2291,-1,800,-2.0
1235,move,1125,-1,800,-2.0
1236,move,2417,-1,800,-2.0
1237,move,1375,-1,800,-2.0
1238,move,1333,-1,800,-2.0
1239,move,2208,-1,800,-2.0
1240,move,1958,-1,800,-2.0
1241,move,3167,-1,800,-2.0
1242,move,2375,-1,800,-2.0
1243,move,1416,-1,800,-2.0
1244,move,1292,-1,800,-2.0
1245,move,1458,-1,800,-2.0
1246,move,1416,-1,800,-2.0
1247,move,1333,-1,800,-2.0
1248,move,1166,-1,800,-2.0
1249,move,1750,-1,800,-2.0
1250,move,1916,273625,800,0.652159
1251,move,3833,-1,800,-2.0
1252,move,1417,-1,800,-2.0
1253,move,2416,-1,800,-2.0
1254,move,1334,-1,800,-2.0
1255,move,2084,-1,800,-2.0
1256,move,2083,-1,800,-2.0
1257,move,1584,-1,800,-2.0
1258,delete,1000,-1,799,-2.0
1259,move,1375,-1,799,-2.0
1260,move,1375,-1,799,-2.0
1261,move,2042,-1,799,-2.0
1262,move,1375,-1,799,-2.0
1263,move,2041,-1,799,-2.0
1264,move,1042,-1,799,-2.0
1265,move,1750,-1,799,-2.0
1266,move,1084,-1,799,-2.0
1267,insert,1291,-1,800,-2.0
1268,move,1125,-1,800,-2.0
1269,move,1041,-1,800,-2.0
1270,move,1750,-1,800,-2.0
1271,move,1125,-1,800,-2.0
1272,move,1042,-1,800,-2.0
1273,move,1083,-1,800,-2.0
1274,move,1042,-1,800,-2.0
1275,move,1083,247250,800,0.6517
1276,move,1958,-1,800,-2.0
1277,move,2208,-1,800,-2.0
1278,move,14750,-1,800,-2.0
1279,move,1292,-1,800,-2.0
1280,move,2458,-1,800,-2.0
1281,insert,1167,-1,801,-2.0
1282,move,1084,-1,801,-2.0
1283,move,2042,-1,801,-2.0
1284,move,1083,-1,801,-2.0
1285,move,1041,-1,801,-2.0
1286,move,1083,-1,801,-2.0
1287,move,1042,-1,801,-2.0
1288,move,1875,-1,801,-2.0
1289,move,1292,-1,801,-2.0
1290,move,1042,-1,801,-2.0
1291,move,1042,-1,801,-2.0
1292,move,2250,-1,801,-2.0
1293,move,1000,-1,801,-2.0
1294,move,1666,-1,801,-2.0
1295,move,1542,-1,801,-2.0
1296,move,1084,-1,801,-2.0
1297,move,1042,-1,801,-2.0
1298,move,1459,-1,801,-2.0
1299,move,1125,-1,801,-2.0
1300,move,1084,245875,801,0.652009
1301,move,1125,-1,801,-2.0
1302,move,1666,-1,801,-2.0
1303,move,1125,-1,801,-2.0
1304,move,1084,-1,801,-2.0
1305,move,1083,-1,801,-2.0
1306,move,1083,-1,801,-2.0
1307,move,1125,-1,801,-2.0
1308,move,1875,-1,801,-2.0
1309,move,1917,-1,801,-2.0
1310,move,1041,-1,801,-2.0
1311,move,1667,-1,801,-2.0
1312,move,2375,-1,801,-2.0
1313,move,1209,-1,801,-2.0
1314,move,1041,-1,801,-2.0
1315,move,1709,-1,801,-2.0
1316,move,1542,-1,801,-2.0
1317,move,1083,-1,801,-2.0
1318,move,1125,-1,801,-2.0
1319,move,1041,-1,801,-2.0
1320,move,1209,-1,801,-2.0
1321,move,1084,-1,801,-2.0
1322,move,1084,-1,801,-2.0
1323,move,1041,-1,801,-2.0
1324,move,1041,-1,801,-2.0
1325,move,2000,243500,801,0.679806
1326,move,1166,-1,801,-2.0
1327,move,1125,-1,801,-2.0
1328,move,1708,-1,801,-2.0
1329,move,1042,-1,801,-2.0
1330,move,2083,-1,801,-2.0
1331,move,1042,-1,801,-2.0
1332,move,1125,-1,801,-2.0
1333,move,1041,-1,801,-2.0
1334,move,1084,-1,801,-2.0
1335,move,1875,-1,801,-2.0
1336,move,2000,-1,801,-2.0
1337,move,1083,-1,801,-2.0
1338,move,2083,-1,801,-2.0
1339,move,1042,-1,801,-2.0
1340,move,1083,-1,801,-2.0
1341,move,1083,-1,801,-2.0
1342,move,1000,-1,801,-2.0
1343,move,1042,-1,801,-2.0
1344,move,1750,-1,801,-2.0
1345,move,1041,-1,801,-2.0
1346,move,1167,-1,801,-2.0
1347,move,1000,-1,801,-2.0
1348,move,1083,-1,801,-2.0
1349,move,1167,-1,801,-2.0
1350,move,1167,242500,801,0.646761
1351,move,1167,-1,801,-2.0
1352,move,1833,-1,801,-2.0
1353,move,1750,-1,801,-2.0
1354,move,1625,-1,801,-2.0
1355,move,1625,-1,801,-2.0
1356,move,1042,-1,801,-2.0
1357,move,1042,-1,801,-2.0
1358,move,1125,-1,801,-2.0
1359,move,1041,-1,801,-2.0
1360,move,1834,-1,801,-2.0
1361,move,1042,-1,801,-2.0
1362,move,1042,-1,801,-2.0
1363,move,1458,-1,801,-2.0
1364,move,1041,-1,801,-2.0
1365,delete,834,-1,800,-2.0
1366,move,1834,-1,800,-2.0
1367,move,1083,-1,800,-2.0
1368,move,1083,-1,800,-2.0
1369,move,1042,-1,800,-2.0
1370,move,1000,-1,800,-2.0
1371,move,1709,-1,800,-2.0
1372,move,1333,-1,800,-2.0
1373,move,1083,-1,800,-2.0
1374,move,1500,-1,800,-2.0
1375,move,1958,248750,800,0.649502
1376,move,1084,-1,800,-2.0
1377,move,1083,-1,800,-2.0
1378,move,1084,-1,800,-2.0
1379,move,1000,-1,800,-2.0
1380,move,1625,-1,800,-2.0
1381,move,1125,-1,800,-2.0
1382,move,1541,-1,800,-2.0
1383,move,1083,-1,800,-2.0
1384,move,1083,-1,800,-2.0
1385,insert,208,-1,801,-2.0
1386,move,1667,-1,801,-2.0
1387,move,1042,-1,801,-2.0
1388,move,1333,-1,801,-2.0
1389,move,1209,-1,801,-2.0
1390,move,1083,-1,801,-2.0
1391,move,1084,-1,801,-2.0
1392,move,1833,-1,801,-2.0
1393,move,1041,-1,801,-2.0
1394,move,1750,-1,801,-2.0
1395,move,1666,-1,801,-2.0
1396,move,1125,-1,801,-2.0
1397,move,1084,-1,801,-2.0
1398,move,1166,-1,801,-2.0
1399,move,1875,-1,801,-2.0
1400,move,1042,249417,801,0.651113
1401,move,1084,-1,801,-2.0
1402,move,1709,-1,801,-2.0
1403,move,1083,-1,801,-2.0
1404,move,1125,-1,801,-2.0
1405,move,1084,-1,801,-2.0
1406,move,1000,-1,801,-2.0
1407,move,1125,-1,801,-2.0
1408,move,1083,-1,801,-2.0
1409,move,1042,-1,801,-2.0
1410,move,1167,-1,801,-2.0
1411,move,1584,-1,801,-2.0
1412,move,1000,-1,801,-2.0
1413,move,1083,-1,801,-2.0
1414,move,1083,-1,801,-2.0
1415,move,1667,-1,801,-2.0
1416,move,1083,-1,801,-2.0
1417,move,1083,-1,801,-2.0
1418,move,1125,-1,801,-2.0
1419,move,1833,-1,801,-2.0
1420,move,1875,-1,801,-2.0
1421,move,1125,-1,801,-2.0
1422,move,1125,-1,801,-2.0
1423,move,1083,-1,801,-2.0
1424,move,1000,-1,801,-2.0
1425,move,1708,233875,801,0.645353
1426,move,2208,-1,801,-2.0
1427,move,1041,-1,801,-2.0
1428,move,1083,-1,801,-2.0
1429,move,1083,-1,801,-2.0
1430,move,1084,-1,801,-2.0
1431,move,2750,-1,801,-2.0
1432,move,1125,-1,801,-2.0
1433,move,1584,-1,801,-2.0
1434,move,1875,-1,801,-2.0
1435,move,1125,-1,801,-2.0
1436,move,1042,-1,801,-2.0
1437,move,2292,-1,801,-2.0
1438,move,1083,-1,801,-2.0
1439,move,1500,-1,801,-2.0
1440,move,1083,-1,801,-2.0
1441,move,1125,-1,801,-2.0
1442,move,1083,-1,801,-2.0
1443,move,1709,-1,801,-2.0
1444,move,1916,-1,801,-2.0
1445,move,1250,-1,801,-2.0
1446,move,1042,-1,801,-2.0
1447,move,1458,-1,801,-2.0
1448,move,1834,-1,801,-2.0
1449,move,1125,-1,801,-2.0
1450,move,1042,241541,801,0.652793
1451,move,1166,-1,801,-2.0
1452,move,1167,-1,801,-2.0
1453,move,1125,-1,801,-2.0
1454,move,1500,-1,801,-2.0
1455,move,1083,-1,801,-2.0
1456,move,2084,-1,801,-2.0
1457,move,1375,-1,801,-2.0
1458,move,1083,-1,801,-2.0
1459,move,1125,-1,801,-2.0
1460,move,1917,-1,801,-2.0
1461,move,2042,-1,801,-2.0
1462,move,1167,-1,801,-2.0
1463,move,1083,-1,801,-2.0
1464,insert,1042,-1,802,-2.0
1465,move,1083,-1,802,-2.0
1466,move,1167,-1,802,-2.0
1467,move,1875,-1,802,-2.0
1468,move,1375,-1,802,-2.0
1469,move,1875,-1,802,-2.0
1470,move,1125,-1,802,-2.0
1471,move,1833,-1,802,-2.0
1472,move,1125,-1,802,-2.0
1473,move,1166,-1,802,-2.0
1474,move,1084,-1,802,-2.0
1475,move,1042,243541,802,0.653061
1476,move,1166,-1,802,-2.0
1477,move,1083,-1,802,-2.0
1478,move,2084,-1,802,-2.0
1479,delete,917,-1,801,-2.0
1480,move,1084,-1,801,-2.0
1481,move,1292,-1,801,-2.0
1482,move,1083,-1,801,-2.0
1483,move,1084,-1,801,-2.0
1484,move,2083,-1,801,-2.0
1485,move,2000,-1,801,-2.0
1486,move,1833,-1,801,-2.0
1487,move,1917,-1,801,-2.0
1488,move,1125,-1,801,-2.0
1489,move,1125,-1,801,-2.0
1490,move,1792,-1,801,-2.0
1491,move,1083,-1,801,-2.0
1492,move,1083,-1,801,-2.0
1493,insert,208,-1,802,-2.0
1494,move,2250,-1,802,-2.0
1495,move,1000,-1,802,-2.0
1496,move,1125,-1,802,-2.0
1497,move,2000,-1,802,-2.0
1498,move,1084,-1,802,-2.0
1499,move,1791,-1,802,-2.0
1500,insert,875,249417,803,0.709068
1501,move,1167,-1,803,-2.0
1502,move,6333,-1,803,-2.0
1503,move,2666,-1,803,-2.0
1504,move,1166,-1,803,-2.0
1505,move,2041,-1,803,-2.0
1506,move,1875,-1,803,-2.0
1507,move,1125,-1,803,-2.0
1508,move,1125,-1,803,-2.0
1509,move,1125,-1,803,-2.0
1510,move,1083,-1,803,-2.0
1511,move,1083,-1,803,-2.0
1512,move,2041,-1,803,-2.0
1513,move,1166,-1,803,-2.0
1514,move,1042,-1,803,-2.0
1515,move,1416,-1,803,-2.0
1516,move,1042,-1,803,-2.0
1517,move,1125,-1,803,-2.0
1518,move,2084,-1,803,-2.0
1519,move,1167,-1,803,-2.0
1520,move,1916,-1,803,-2.0
1521,move,1167,-1,803,-2.0
1522,move,1083,-1,803,-2.0
1523,move,1000,-1,803,-2.0
1524,move,1000,-1,803,-2.0
1525,move,1083,242958,803,0.653103
1526,move,1084,-1,803,-2.0
1527,move,1125,-1,803,-2.0
1528,move,1209,-1,803,-2.0
1529,move,1875,-1,803,-2.0
1530,move,1167,-1,803,-2.0
1531,move,1583,-1,803,-2.0
1532,move,1083,-1,803,-2.0
1533,move,2167,-1,803,-2.0
1534,move,1833,-1,803,-2.0
1535,insert,1125,-1,804,-2.0
1536,move,1167,-1,804,-2.0
1537,move,1791,-1,804,-2.0
1538,move,1125,-1,804,-2.0
1539,move,1917,-1,804,-2.0
1540,move,1042,-1,804,-2.0
1541,move,1042,-1,804,-2.0
1542,move,1208,-1,804,-2.0
1543,move,1083,-1,804,-2.0
1544,move,1042,-1,804,-2.0
1545,move,1125,-1,804,-2.0
1546,move,1708,-1,804,-2.0
1547,move,1208,-1,804,-2.0
1548,move,1125,-1,804,-2.0
1549,move,1125,-1,804,-2.0
1550,move,2167,246667,804,0.650146
1551,move,2291,-1,804,-2.0
1552,move,1208,-1,804,-2.0
1553,move,1792,-1,804,-2.0
1554,move,2083,-1,804,-2.0
1555,move,1167,-1,804,-2.0
1556,move,1125,-1,804,-2.0
1557,move,1667,-1,804,-2.0
1558,move,1916,-1,804,-2.0
1559,move,1125,-1,804,-2.0
1560,move,1125,-1,804,-2.0
1561,move,2167,-1,804,-2.0
1562,move,1125,-1,804,-2.0
1563,move,1917,-1,804,-2.0
1564,move,1042,-1,804,-2.0
1565,move,2041,-1,804,-2.0
1566,move,1167,-1,804,-2.0
1567,move,1167,-1,804,-2.0
1568,move,1209,-1,804,-2.0
1569,move,1167,-1,804,-2.0
1570,move,1125,-1,804,-2.0
1571,move,1209,-1,804,-2.0
1572,move,1750,-1,804,-2.0
1573,move,1750,-1,804,-2.0
1574,move,2292,-1,804,-2.0
1575,move,1208,245125,804,0.653926
1576,move,1208,-1,804,-2.0
1577,move,1125,-1,804,-2.0
1578,move,1125,-1,804,-2.0
1579,move,2375,-1,804,-2.0
1580,move,1042,-1,804,-2.0
1581,move,1916,-1,804,-2.0
1582,move,1042,-1,804,-2.0
1583,move,1084,-1,804,-2.0
1584,move,1833,-1,804,-2.0
1585,move,1875,-1,804,-2.0
1586,move,1125,-1,804,-2.0
1587,move,2625,-1,804,-2.0
1588,move,1167,-1,804,-2.0
1589,move,1167,-1,804,-2.0
1590,move,1750,-1,804,-2.0
1591,move,1834,-1,804,-2.0
1592,move,1125,-1,804,-2.0
1593,move,1375,-1,804,-2.0
1594,move,2083,-1,804,-2.0
1595,move,1125,-1,804,-2.0
1596,move,2208,-1,804,-2.0
1597,move,1166,-1,804,-2.0
1598,move,1125,-1,804,-2.0
1599,move,1083,-1,804,-2.0
1600,move,1042,246792,804,0.655234
1601,move,1125,-1,804,-2.0
1602,move,1125,-1,804,-2.0
1603,move,1000,-1,804,-2.0
1604,move,1083,-1,804,-2.0
1605,move,1208,-1,804,-2.0
1606,move,1125,-1,804,-2.0
1607,move,1292,-1,804,-2.0
1608,insert,792,-1,805,-2.0
1609,move,2083,-1,805,-2.0
1610,move,2000,-1,805,-2.0
1611,move,1125,-1,805,-2.0
1612,move,1166,-1,805,-2.0
1613,move,2000,-1,805,-2.0
1614,move,2791,-1,805,-2.0
1615,move,2042,-1,805,-2.0
1616,move,1083,-1,805,-2.0
1617,move,1083,-1,805,-2.0
1618,move,1083,-1,805,-2.0
1619,move,1042,-1,805,-2.0
1620,move,1167,-1,805,-2.0
1621,move,1083,-1,805,-2.0
1622,move,1042,-1,805,-2.0
1623,move,1208,-1,805,-2.0
1624,move,1125,-1,805,-2.0
1625,move,1750,243167,805,0.710271
1626,move,1291,-1,805,-2.0
1627,move,2000,-1,805,-2.0
1628,move,1041,-1,805,-2.0
1629,move,1125,-1,805,-2.0
1630,move,2709,-1,805,-2.0
1631,move,1625,-1,805,-2.0
1632,move,2250,-1,805,-2.0
1633,move,1292,-1,805,-2.0
1634,move,1792,-1,805,-2.0
1635,move,1667,-1,805,-2.0
1636,move,1167,-1,805,-2.0
